clean_names,median_age_male,total_population,male,employed,unemployed,white,black,asian,median_income,harrys_orders_last_month
"Angola, IN",39.9,34190,0.5052062006,0.5809091237,0.0550088317,0.9282246271,0.0068733548,0.0141854343,48750,11.8562172132
"Mason City, IA",42.8,51274,0.4889027577,0.634730682,0.0351606354,0.9556500371,0.0114092913,0.0106096657,45542,16.1001241581
"Ottawa, KS",36.7,25834,0.4959742974,0.6272960596,0.048663882,0.9285824882,0.0126190292,0.0041031199,50415,5.2223290562
"Centralia, IL",40.3,38922,0.4873850265,0.5481986054,0.064146436,0.9300909511,0.0373310724,0.0069626432,41783,14.6826992087
"Logan, WV",41.1,36169,0.49224474,0.4055768513,0.0436921198,0.9653294258,0.0219248528,0.0035942382,37312,8.3105398255
"Uvalde, TX",32.9,26763,0.4876882263,0.5339215393,0.0588205972,0.918880544,0.0038485969,0.0105369353,37078,5.2092117708
"Toccoa, GA",39.8,25741,0.482615283,0.5067656685,0.0651165063,0.8416922419,0.1215182005,0.0037294588,40103,9.1595076732
"Harrison, AR",41.1,45300,0.4896467991,0.5058018038,0.045891993,0.9624944812,0.0014128035,0.0046136865,37754,8.6778922316
"Effingham, IL",36.6,34280,0.5004084014,0.6414492,0.0413155648,0.9756126021,0.003033839,0.0034422404,52374,8.8552051587
"Brookings, SD",25.9,32647,0.5122982204,0.6855730934,0.0269213748,0.9279872576,0.0129874108,0.0279045548,48406,9.1646640594
"Atchison, KS",33.9,16737,0.4826432455,0.5758037483,0.0491391132,0.9091832467,0.0446316544,0.0023301667,44648,5.7036236952
"Celina, OH",39.2,40789,0.5013361445,0.6441438594,0.0427596233,0.975287455,0.0044619873,0.0028193876,52033,8.0505640647
"Washington, IN",33.6,32156,0.4978853091,0.5970763673,0.0335209611,0.9667869138,0.0126259485,0.0040427914,47104,11.5428053111
"Platteville, WI",33.4,51272,0.5193477922,0.6188868132,0.0315418882,0.9677406772,0.0131650804,0.0056951162,47266,14.2369426588
"Huntington, IN",39,36959,0.4921128818,0.600819145,0.0569678096,0.9700749479,0.0068995373,0.0077653616,47356,7.2057348707
"Martin, TN",35.2,34699,0.4875644831,0.4990407088,0.0740223951,0.8856451195,0.0944695813,0.0016138794,35845,10.9317375317
"Lawrenceburg, TN",38.7,42084,0.4898061021,0.511702193,0.0658517108,0.9499572284,0.0179878339,0.003730634,37371,8.5317828293
"Lewistown, PA",42.1,46705,0.4925810941,0.5225237304,0.0440017161,0.9753345466,0.0070870356,0.0044106627,40947,10.3602393
"Storm Lake, IA",35.7,20460,0.510801564,0.6632801161,0.0307944721,0.8080645161,0.0260508309,0.0620723363,48010,6.829811835
"Mineral Wells, TX",39,28028,0.4937205651,0.5309416633,0.0481516846,0.9013486513,0.0237619523,0.0040673612,41370,5.913834653
"Columbus, NE",36.8,32485,0.5031553024,0.7009135176,0.0369431365,0.9546867785,0.0029859935,0.0056333692,55391,10.6639301229
"Marion, NC",40.6,44982,0.5066248722,0.4685192276,0.0690060719,0.9025165622,0.0377484327,0.007758659,36271,8.9614684049
"Marshall, MN",33.6,25724,0.4980174156,0.7036981659,0.0320474482,0.9006764111,0.0269009485,0.0316047271,51182,5.0090273673
"Fitzgerald, GA",36.7,17547,0.4877186984,0.4354443537,0.0592471601,0.5989057959,0.3499743546,0.0002279592,30643,5.9752585526
"Crawfordsville, IN",37.8,38183,0.5043343896,0.5699144848,0.0557665005,0.9619987953,0.0106068146,0.0043998638,46286,14.2396440055
"Newton, IA",39.9,36715,0.5145308457,0.584676738,0.0354185677,0.9624404194,0.0139724908,0.0047392074,52430,11.32580987
"New Castle, IN",40.5,49227,0.5158551202,0.4766878031,0.0615939326,0.9510228127,0.0161293599,0.0042253235,40247,13.1398796045
"Paris, TN",43.2,32279,0.4828526286,0.475198832,0.0688515772,0.8947922798,0.0859382261,0.0007435175,38694,9.155969921
"Dixon, IL",40.7,35248,0.522753064,0.5536666086,0.0468907856,0.9174421244,0.047123241,0.0066954153,52004,10.9880356795
"Laramie, WY",26.8,37220,0.5232670607,0.6249369801,0.0364885304,0.8966684578,0.0139709833,0.0310585707,42298,8.7423500252
"Corinth, MS",37.2,37279,0.4892030366,0.5051783265,0.0607681756,0.8461868612,0.1137637812,0.0023069288,33790,7.8359068942
"Cadillac, MI",41,47685,0.5041207927,0.515557327,0.0669058058,0.9661528783,0.0038796267,0.0052427388,40566,17.1710440508
"Brookings, OR",53.6,22341,0.4825209257,0.4106074012,0.0648519232,0.922742939,8.9521507542187E-005,0.0043417931,41939,5.6887500711
"Farmington, MO",37.3,65813,0.5388752982,0.4669233659,0.0496431255,0.9322626229,0.0451886405,0.0035251394,37476,17.797691608
"Cambridge, OH",40.1,39794,0.4940945871,0.5159042905,0.0674631947,0.9595416394,0.0191988742,0.0030657888,40420,10.2037739638
"Greensburg, IN",39.3,26112,0.4922257966,0.5916359164,0.0576137761,0.9641927083,0.0122931985,0.0052466299,49631,7.863360548
"Lewisburg, TN",39.1,30977,0.4891048197,0.5489930684,0.0670194004,0.8966975498,0.072021177,0.0040029699,41822,8.7155460868
"Sikeston, MO",38.7,39137,0.4869049748,0.5785476827,0.0460856528,0.8605156246,0.1113268774,0.0046758822,39076,9.7053849465
"McMinnville, TN",38.4,39867,0.4948704442,0.5061716582,0.0464708321,0.9165224371,0.0160032107,0.0056186821,34592,14.7418475104
"Kennett, MO",37.7,31778,0.4809302033,0.4666829288,0.0507378949,0.8629240355,0.1049153502,0.0007867078,31777,9.6867307374
"Jesup, GA",36.8,30170,0.515246934,0.4613521438,0.060340798,0.7429234339,0.211203182,0.0008286377,37970,8.138646073
"Vincennes, IN",35.3,38181,0.5049893926,0.5603140384,0.0392869783,0.9437154606,0.0314292449,0.0046881957,42997,11.3880359315
"Pittsburg, KS",31.3,39277,0.4982559768,0.5894403044,0.0391311241,0.9246378288,0.0199098709,0.0147923721,37154,8.8157401196
"Mount Vernon, IL",39.2,38716,0.5139477219,0.5306508496,0.0611413915,0.8773117058,0.07642835,0.0098925509,43173,7.7018194498
"Alexandria, MN",42.4,36413,0.4997940296,0.6255124513,0.0340166017,0.977398182,0.0052453794,0.002251943,52485,7.2131416934
"Camden, AR",41.5,30687,0.4832339427,0.5016206142,0.0586257191,0.6020464692,0.3720793821,0.0021181608,32516,10.4174390945
"Sandpoint, ID",46,40899,0.5000122252,0.4844322895,0.0426759632,0.9583363896,0.0011980733,0.0053791046,41879,8.0230384877
"Breckenridge, CO",36.1,28482,0.5450108841,0.7383309174,0.044854007,0.8924232849,0.0069868689,0.0115511551,64521,8.9140329885
"Coldwater, MI",39.3,43965,0.5146138974,0.5106161712,0.0512753849,0.9477993859,0.0244967588,0.0042988741,42538,16.3083905082
"Escanaba, MI",45.1,36841,0.4949648489,0.5136884022,0.0631823461,0.9433511577,0.0032843842,0.0024157868,42070,9.5822189138
"Bradford, PA",40.9,43024,0.5125976199,0.5034519835,0.0566464829,0.9498419487,0.0240795835,0.0049274823,42913,10.5348051342
"Mountain Home, AR",50,41154,0.4798318511,0.4310285121,0.0429412444,0.9678281577,0.0027943821,0.0053214754,35594,13.4764329969
"Woodward, OK",35.3,20697,0.530415036,0.5933050212,0.0270422183,0.9103734841,0.0108711407,0.0004831618,54387,5.0229585642
"Lebanon, MO",38.7,35544,0.4919255008,0.519955455,0.0547832022,0.9590366869,0.0053173531,0.0063583165,38693,6.674123302
"Huntingdon, PA",40.4,45950,0.5271164309,0.4877639784,0.0429701829,0.9262023939,0.0530794342,0.0046572361,44163,8.9389698034
"Lexington, NE",36.5,26202,0.501450271,0.6674734029,0.0415469168,0.8737500954,0.0392718113,0.0006869705,48180,6.0441605322
"Elk City, OK",34.1,22941,0.5424785319,0.5410525136,0.0178781595,0.8522296325,0.0337823111,0.0030513055,49027,7.7331810232
"West Plains, MO",37.5,40469,0.4852356124,0.5082790402,0.0455426665,0.9606612469,0.002816971,0.0063999605,33006,7.8384660084
"Bennettsville, SC",37.3,28294,0.5280978299,0.4017671518,0.0708160083,0.4138333216,0.5084470206,0.0026860819,28765,7.7539012452
"Van Wert, OH",40.3,28612,0.4905634,0.5746973527,0.0614163452,0.9666922969,0.0098909548,0.0030406822,46436,9.7697919602
"Coshocton, OH",40.2,36768,0.4960563534,0.5240641711,0.0521390374,0.9696747171,0.0106342472,0.0026653612,41569,9.7431283793
"Seneca Falls, NY",40.1,35232,0.5237000454,0.5303800533,0.0354116955,0.9232799728,0.04791099,0.0063862398,48932,9.8157918015
"Marshall, MO",35.8,23363,0.4971964217,0.5671051224,0.0384450861,0.8470658734,0.0543166545,0.0047511022,39027,6.9228313566
"Canton, IL",40.3,36616,0.5187896002,0.5064978452,0.0500451007,0.9460618309,0.0249890758,0.0025671837,45938,12.4880566848
"Jackson, OH",38.1,32952,0.4884073804,0.5036940126,0.0675696475,0.9690762321,0.0069191551,0.0012138869,37393,10.5828561621
"Alma, MI",37.5,42057,0.5307558789,0.4687953978,0.0552327271,0.9133319067,0.0576836198,0.0011413082,41833,13.5559825488
"Boone, IA",39.2,26326,0.5008356758,0.6280816095,0.034901294,0.9737521842,0.0102560207,0.0051659956,52714,8.5638739229
"Dayton, TN",39.7,32272,0.4944533961,0.4849280702,0.0672259026,0.9446269212,0.0217835895,0.0007126921,37512,8.8728932389
"Snyder, TX",36.1,17108,0.5355973813,0.5509018187,0.0187910346,0.8557984569,0.0409165303,0.0020458265,50829,5.219264343
"Warren, PA",44.7,41218,0.5003881799,0.5405930109,0.0409165784,0.9775098258,0.00623514,0.0040516279,44391,11.565400787
"Batesville, AR",37.3,36861,0.4912780445,0.5342498794,0.0452759975,0.9460947885,0.025121402,0.0031740864,36186,7.7169007005
"Great Bend, KS",38,27566,0.4948487267,0.6184271324,0.0464374827,0.9123920772,0.0190814772,0.0017412755,43573,6.0731529227
"Hays, KS",30.8,28878,0.4962601288,0.6944599408,0.0348452989,0.9380497264,0.0101807604,0.0135050904,45127,6.5226064505
"Parsons, KS",37,21225,0.49795053,0.5730916947,0.0412265963,0.8829681979,0.0337809187,0.0032508834,41434,6.8200952238
"Malvern, AR",39,33277,0.510172191,0.5139463002,0.0442036272,0.8607747093,0.1182498422,0.0012320822,41353,8.625984748
"Pampa, TX",36.9,22771,0.5238241623,0.5400760111,0.0289863293,0.8647402398,0.0449255632,0.0041719731,45179,6.9622246814
"Fort Dodge, IA",36.6,37399,0.5125805503,0.5631240732,0.0587246663,0.9212278403,0.0416053905,0.0082355143,42112,13.4391179182
"Washington Court House, OH",38.6,28875,0.494961039,0.5411904343,0.0601811148,0.9435844156,0.0186666667,0.00595671,40576,5.8290103007
"North Vernon, IN",38.3,28223,0.5015412961,0.5482905595,0.0733200326,0.9711582752,0.0098855543,0.0019133331,44758,10.0904070047
"Mitchell, SD",34.6,23122,0.5074820517,0.6717039836,0.0208344908,0.9416140472,0.009168757,0.0012974656,51192,8.140161823
"Taylorville, IL",40.2,34415,0.5113177394,0.5501266997,0.0373318106,0.9637948569,0.0185965422,0.0030509952,45727,12.6329985576
"Campbellsville, KY",38.1,25059,0.4848557405,0.5131260197,0.0646166016,0.9195498623,0.0462907538,0.0073426713,35521,7.5519842107
"Iron Mountain, MI-WI",45.8,30570,0.4993784756,0.5272517045,0.048124078,0.9674517501,0.004285247,0.0047759241,45340,6.1789991577
"Vernon, TX",36.5,13265,0.493629853,0.5783898305,0.0400616333,0.8462118357,0.0826234452,0.0081417263,41901,3.5132356562
"Wahpeton, ND-MN",38.5,22868,0.5148242085,0.6621848739,0.0234209813,0.9501486794,0.0050725905,0.0043729229,55159,6.2718386555
"Steamboat Springs, CO",39.2,23428,0.5256103807,0.7090214699,0.0477910818,0.9434437425,0.0050793922,0.0124210347,61095,6.8907950409
"Okeechobee, FL",38.4,39398,0.5374130667,0.4224433986,0.0687166115,0.8490786334,0.0876440428,0.0088836997,35490,10.6196629732
"Ludington, MI",44.2,28705,0.4967078906,0.5215790375,0.0671347834,0.9516460547,0.0082564013,0.0060964989,42156,7.0079128875
"Jayuya, PR",33.3,16183,0.4995365507,0.2812127947,0.1310421462,0.8503367732,0.0234814311,0.0008651054,16111,4.2562684657
"Albert Lea, MN",43.2,31034,0.4944899143,0.6108734759,0.0337797322,0.9504414513,0.0095701489,0.0096990398,45569,8.7512122091
"Maysville, KY",38.7,17398,0.4872399126,0.5346772433,0.0396623244,0.8993562478,0.0670191976,0.0023565927,39783,5.0142982435
"Oskaloosa, IA",38.7,22420,0.5017841213,0.6176604202,0.0552526973,0.954014273,0.0139161463,0.0073148974,48750,7.3876962322
"Middlesborough, KY",39.3,28234,0.483388822,0.3679447383,0.0490971888,0.9485018063,0.0259970249,0.0060565276,24976,8.1502545139
"Vermillion, SD",25.5,13968,0.4993556701,0.601854193,0.0509903076,0.9059278351,0.0144616266,0.0176832761,36627,4.1344090269
"Spencer, IA",40.4,16555,0.4878888553,0.6459962049,0.0309677419,0.9612201752,0.0015101178,0.007127756,49438,6.2628644133
"Maryville, MO",28.5,23296,0.4960508242,0.5783291139,0.0442531646,0.9430374313,0.0275583791,0.0143801511,36237,8.8287494319
"Connersville, IN",40.1,23955,0.4923398038,0.4786293487,0.0738163746,0.9686495512,0.0168232102,0.0043832185,37833,5.0993519471
"Spearfish, SD",39.9,24478,0.4974671133,0.619247885,0.0276786151,0.9331644742,0.0027780047,0.0073126889,44267,6.537123921
"Merrill, WI",44.6,28566,0.5040957782,0.5890311875,0.0421222823,0.9670937478,0.0080165231,0.0054610376,49189,6.5866097457
"Deming, NM",38.4,24947,0.494969335,0.4534914223,0.0773831383,0.8985449152,0.0107026897,0.0035274783,28489,9.1004652903
"Peru, IN",38.9,36394,0.539264714,0.4956622325,0.0674990644,0.9118810793,0.0499807661,0.0018134857,43862,13.4726859161
"Spirit Lake, IA",46.3,16877,0.4992000948,0.628172227,0.0335757057,0.9753510695,0.0013628014,0.0027256029,56086,5.3229022512
"Jamestown, ND",39.5,21056,0.5066964286,0.6448077927,0.0202933844,0.9494680851,0.0051291793,0.0037044073,50926,8.0689172377
"Watertown, SD",36.2,27598,0.5004348141,0.7032303044,0.0267720195,0.9497789695,0.0019566635,0.0051815349,47891,9.3438367237
"Cañon City, CO",40.1,46879,0.584590115,0.3542137228,0.0359634593,0.8638409522,0.0594722584,0.0120096418,40569,14.5466333806
"Beatrice, NE",43,21889,0.492713235,0.6272477379,0.0282327339,0.9679290968,0.0017360318,0.0034720636,49021,7.5244483359
"Huron, SD",36.6,17922,0.5002789867,0.6583944756,0.0229463387,0.8993973887,0.0062493025,0.0570248856,44258,4.5608094146
"Newport, TN",42.6,35453,0.4872084168,0.4802914643,0.0724843858,0.9517107156,0.0139903534,0.0023129213,30888,10.8595526162
"New Ulm, MN",41.6,25513,0.4957472661,0.6556612935,0.029034764,0.9752675107,0.0038803747,0.0038803747,49527,7.3653292169
"Wauchula, FL",32.8,27549,0.548223166,0.4462972752,0.0684799846,0.8342589568,0.0732875966,0.0099459146,36094,7.7068337483
"Houghton, MI",29.5,38936,0.5433275118,0.509184953,0.0490909091,0.9389254161,0.0082956647,0.0283799055,36608,14.1988304403
"Yankton, SD",39.8,22580,0.5193534101,0.618632928,0.0205389418,0.9251550044,0.019663419,0.0066873339,50044,5.3289367809
"Prineville, OR",45.9,20798,0.496393884,0.4471235442,0.0905366653,0.9278776805,0.0065390903,0.002548322,36158,6.1661497416
"Fairfield, IA",39.3,17102,0.5242661677,0.5751656784,0.0280432508,0.8657466963,0.0152613729,0.0884107122,44688,6.2685804061
"Alpena, MI",45.2,29242,0.4918268244,0.5078290485,0.0594758483,0.9688119828,0.0054373846,0.003351344,38353,6.8248952582
"Susanville, CA",34.9,33356,0.6702542271,0.3262271215,0.0505407654,0.7234380621,0.0870907783,0.0152896031,53351,6.1980028237
"Lamesa, TX",30.4,13593,0.5680129478,0.4375350664,0.0436693473,0.7937909218,0.0634885603,0.0030898256,39746,2.9888684744
"Moberly, MO",36.5,25207,0.5237830761,0.4894093079,0.0466388226,0.9070099576,0.0566509303,0.0045622248,39316,7.3150781825
"Forrest City, AR",36.3,27642,0.5488387237,0.4279348913,0.0628353187,0.4423703061,0.5159178062,0.0020620794,31336,9.3769480916
"Sweetwater, TX",35.6,15082,0.5036467312,0.5460797799,0.0494325997,0.884100252,0.0412412147,0.0011934757,37342,3.8723038769
"Elkins, WV",41.3,29446,0.5180330096,0.4788575668,0.0381223211,0.9704204306,0.0140935951,0.0031583237,40146,6.2915838169
"Butte-Silver Bow, MT",37.9,34462,0.5098369218,0.5774027358,0.0450879375,0.9499158493,0.0042655679,0.005571354,37503,12.4322556858
"Craig, CO",35.3,13286,0.5242360379,0.6461824953,0.0377339998,0.9281198254,0.00188168,0.0086557278,50123,3.6646513963
"Summerville, GA",38.2,25484,0.5195416732,0.4255650818,0.0522213562,0.8590095746,0.1130905666,0.0052974415,32496,4.8782880667
"Palestine, TX",38.4,58084,0.6104779285,0.4191005159,0.0245673157,0.7480717581,0.2116761931,0.0058708078,42511,17.814085886
"Berlin, NH-VT",46.5,38433,0.5114875237,0.5444185046,0.0468145236,0.965342284,0.0103296646,0.0039028959,40877,12.3278330249
"Beeville, TX",36.2,32462,0.6022426221,0.3847402597,0.0304288735,0.7938820775,0.087764155,0.0034501879,41738,12.3507410068
"Raymondville, TX",30.7,22056,0.5411679362,0.3249114522,0.0369539551,0.9447315923,0.0170475154,0.0007254262,27627,6.7980444382
"Arcadia, FL",36.8,34785,0.5642374587,0.4344727324,0.0520530459,0.8237458675,0.1301710507,0.0056346126,36114,12.7551812534
"Zapata, TX",26.8,14231,0.5047431663,0.5247263883,0.0511755168,0.9825732556,0.0113835992,0,30758,4.4904635011
"Adjuntas, PR",36.1,19188,0.4894204711,0.2799071618,0.1444960212,0.9619553888,0.0091202835,0,10550,5.3024106547
"Sterling, CO",36.4,22604,0.5472040347,0.5644096668,0.0752688172,0.9231109538,0.0126968678,0.0154839851,41749,8.251970267
"Pecos, TX",34.5,13978,0.602446702,0.4398748324,0.0294143943,0.8512662756,0.0536557447,0.0051509515,44950,3.3209146273
